exp_id,condition,isotope,isotopomer,slope,intercept,std_err,scan_count,mean,stdev,rep_count
EXAMPLE_1,ACE-1,12,M1vM0,0.28170491857439217,71.0274964762798,0.013545801978244901,13,0.25969357621088984,0.015081023034183736,4
EXAMPLE_1,ACE-2,12,M1vM0,0.25595239842427586,252.19030126186408,0.008386540885386248,14,0.25969357621088984,0.015081023034183736,4
EXAMPLE_1,ACE-3,12,M1vM0,0.253466818746557,220.14388922168746,0.009268575966842515,14,0.25969357621088984,0.015081023034183736,4
EXAMPLE_1,ACE-4,12,M1vM0,0.2476501690983344,49.1174869716865,0.006451427733989938,14,0.25969357621088984,0.015081023034183736,4
EXAMPLE_1,ACE-1,12,M2vM1,0.06693545349124007,175.12206561652155,0.03171867718769873,4,0.13913370954903892,0.04960952181070869,4
EXAMPLE_1,ACE-2,12,M2vM1,0.1483676274731499,20.460842828033947,0.014924494150345151,10,0.13913370954903892,0.04960952181070869,4
EXAMPLE_1,ACE-3,12,M2vM1,0.17779942253717093,58.625788241324926,0.024015088379001556,9,0.13913370954903892,0.04960952181070869,4
EXAMPLE_1,ACE-4,12,M2vM1,0.16343233469459473,155.24257753903976,0.02683884033967134,7,0.13913370954903892,0.04960952181070869,4
EXAMPLE_1,ACE-2,12,M3vM2,0.9380530973451328,-733.6637168141592,0.0,2,0.46618717477169147,0.6673191873250535,2
EXAMPLE_1,ACE-3,12,M3vM2,-0.005678747801749854,160.31463245882284,0.03061318025625603,4,0.46618717477169147,0.6673191873250535,2
EXAMPLE_1,ACE-3,13,M1vM0,0.2302913606588303,73.24927956702464,0.10479489329264298,3,-0.37890193871820393,0.861529426085815,2
EXAMPLE_1,ACE-4,13,M1vM0,-0.9880952380952381,1403.7142857142858,0.0,2,-0.37890193871820393,0.861529426085815,2
EXAMPLE_10,ACE-2,12,M1vM0,-0.030120481927710843,192.30722891566265,0.0,2,0.0686123105820223,0.13962925421823336,2
EXAMPLE_10,ACE-3,12,M1vM0,0.16734510309175546,108.27797976856708,0.10171978370253883,8,0.0686123105820223,0.13962925421823336,2
EXAMPLE_11,ACE-1,12,M1vM0,0.5023887937519185,-42.773350754080724,0.09713203386106084,6,0.2685082064001546,0.26090206562088697,4
EXAMPLE_11,ACE-2,12,M1vM0,0.3732976297817417,-80.89731388431437,0.1156242128204339,8,0.2685082064001546,0.26090206562088697,4
EXAMPLE_11,ACE-3,12,M1vM0,0.30064283033033035,-13.110715402902912,0.1211048848456409,9,0.2685082064001546,0.26090206562088697,4
EXAMPLE_11,ACE-4,12,M1vM0,-0.10229642826337206,385.63124484195487,0.10949804620872436,8,0.2685082064001546,0.26090206562088697,4
EXAMPLE_11,ACE-1,13,M3vM2,-6.166666666666667,2264.166666666667,0.0,2,-4.035044064282012,3.014569594153411,2
EXAMPLE_11,ACE-4,13,M3vM2,-1.9034214618973562,1039.1270606531882,1.682756048970883,3,-4.035044064282012,3.014569594153411,2
EXAMPLE_11,ACE-2,13,M1vM0,0.1347517730496454,151.04255319148936,0.0,2,-8.932624113475176,12.82320595385817,2
EXAMPLE_11,ACE-3,13,M1vM0,-18.0,2718.0,0.0,2,-8.932624113475176,12.82320595385817,2
EXAMPLE_11,ACE-2,13,M2vM1,3.2628744365364715,-131.36261299926912,2.3503167696112124,6,1.1947914849841574,2.924710958197863,2
EXAMPLE_11,ACE-4,13,M2vM1,-0.8732914665681565,530.1411156261544,1.494669629287365,3,1.1947914849841574,2.924710958197863,2
EXAMPLE_3,ACE-1,12,M1vM0,0.32638816685889965,84.25530651119789,0.007882954055841726,15,0.31927145028832676,0.0070572382635713995,4
EXAMPLE_3,ACE-2,12,M1vM0,0.3208419172437753,177.66637964270285,0.004375468287214188,16,0.31927145028832676,0.0070572382635713995,4
EXAMPLE_3,ACE-3,12,M1vM0,0.309516470731273,78.81949240857739,0.00530785587543358,16,0.31927145028832676,0.0070572382635713995,4
EXAMPLE_3,ACE-4,12,M1vM0,0.3203392463193591,-154.2956039396022,0.0035699075480149466,17,0.31927145028832676,0.0070572382635713995,4
EXAMPLE_3,ACE-1,12,M2vM1,0.15593183488765364,57.971385149661614,0.014718976894371426,10,0.1604994538207307,0.004500437392401605,4
EXAMPLE_3,ACE-2,12,M2vM1,0.16330084768975828,81.0504847945192,0.0035501278576209787,11,0.1604994538207307,0.004500437392401605,4
EXAMPLE_3,ACE-3,12,M2vM1,0.16528712038318655,159.9378122593755,0.006321154015346427,14,0.1604994538207307,0.004500437392401605,4
EXAMPLE_3,ACE-4,12,M2vM1,0.15747801232232428,103.69724505372392,0.006556405697498788,11,0.1604994538207307,0.004500437392401605,4
EXAMPLE_3,ACE-1,12,M3vM2,-0.5340909090909091,1333.9204545454545,0.0,2,-0.07041561965697526,0.3110812000099255,4
EXAMPLE_3,ACE-2,12,M3vM2,0.0361733467673515,196.68338321559398,0.0721013993277846,5,-0.07041561965697526,0.3110812000099255,4
EXAMPLE_3,ACE-3,12,M3vM2,0.09804696241169183,65.06078067896215,0.016585454110927624,4,-0.07041561965697526,0.3110812000099255,4
EXAMPLE_3,ACE-4,12,M3vM2,0.11820812128396464,156.41906625210862,0.04385714864213268,4,-0.07041561965697526,0.3110812000099255,4
EXAMPLE_3,ACE-1,13,M1vM0,2.5907147848433985,-145.5581879567153,0.10724818997057212,13,2.5481896870656615,0.21276110681055968,4
EXAMPLE_3,ACE-2,13,M1vM0,2.7516508853447874,-61.58887642859645,0.1058566302632314,12,2.5481896870656615,0.21276110681055968,4
EXAMPLE_3,ACE-3,13,M1vM0,2.2486428734795703,215.6441774107816,0.1256564403720972,14,2.5481896870656615,0.21276110681055968,4
EXAMPLE_3,ACE-4,13,M1vM0,2.6017502045948895,240.0319690826709,0.06271051381466346,14,2.5481896870656615,0.21276110681055968,4
EXAMPLE_3,ACE-1,13,M2vM1,1.47987830498744,-54.20203396980469,0.03483069098047428,15,1.5239482236141635,0.0594812692265053,4
EXAMPLE_3,ACE-2,13,M2vM1,1.5560509603855939,-196.56405286261543,0.026615980027885813,15,1.5239482236141635,0.0594812692265053,4
EXAMPLE_3,ACE-3,13,M2vM1,1.4684106230317808,10.572071123612659,0.04077440689037749,14,1.5239482236141635,0.0594812692265053,4
EXAMPLE_3,ACE-4,13,M2vM1,1.5914530060518395,-122.71754249437436,0.0319774135104945,14,1.5239482236141635,0.0594812692265053,4
EXAMPLE_3,ACE-1,13,M3vM2,1.0245980813737472,162.4900350805692,0.012656345786226842,15,1.0384586850689321,0.04976820714550408,4
EXAMPLE_3,ACE-2,13,M3vM2,1.1108316139065484,-66.00708452194067,0.021477227153248464,16,1.0384586850689321,0.04976820714550408,4
EXAMPLE_3,ACE-3,13,M3vM2,0.99718544990667,16.124884939327785,0.029602960542655998,15,1.0384586850689321,0.04976820714550408,4
EXAMPLE_3,ACE-4,13,M3vM2,1.0212195950887628,112.88418851843016,0.013776305683919209,16,1.0384586850689321,0.04976820714550408,4
EXAMPLE_3,ACE-1,13,M4vM3,0.7819825807275561,38.08194149436804,0.022133519077414135,14,0.8331873053166431,0.051813456235337466,4
EXAMPLE_3,ACE-2,13,M4vM3,0.810920530688172,112.89051760437997,0.014085304365963633,15,0.8331873053166431,0.051813456235337466,4
EXAMPLE_3,ACE-3,13,M4vM3,0.836478032351678,-24.227913386965156,0.02161340651787062,15,0.8331873053166431,0.051813456235337466,4
EXAMPLE_3,ACE-4,13,M4vM3,0.9033680774991663,-78.29096793136341,0.011362159347599382,15,0.8331873053166431,0.051813456235337466,4
EXAMPLE_3,ACE-1,13,M5vM4,0.7019132509678464,-36.50903529073594,0.02301486987386592,15,0.6707101486211701,0.03882720197151628,4
EXAMPLE_3,ACE-2,13,M5vM4,0.665352114093654,-12.56247173088559,0.010210456539793189,16,0.6707101486211701,0.03882720197151628,4
EXAMPLE_3,ACE-3,13,M5vM4,0.6178731502690658,213.53659321213718,0.019457422465682123,15,0.6707101486211701,0.03882720197151628,4
EXAMPLE_3,ACE-4,13,M5vM4,0.697702079154114,-52.94856422096291,0.01854049386300009,14,0.6707101486211701,0.03882720197151628,4
EXAMPLE_3,ACE-1,13,M6vM5,0.5019280048090592,14.468207394717865,0.017355328916063863,14,0.5338252817576313,0.02459420976579688,4
EXAMPLE_3,ACE-2,13,M6vM5,0.550498593850645,2.0710220113614923,0.02291933258619348,13,0.5338252817576313,0.02459420976579688,4
EXAMPLE_3,ACE-3,13,M6vM5,0.5556377095334527,-8.496351087854919,0.017545278055542585,13,0.5338252817576313,0.02459420976579688,4
EXAMPLE_3,ACE-4,13,M6vM5,0.5272368188373685,187.6236276556092,0.019588265457063412,12,0.5338252817576313,0.02459420976579688,4
EXAMPLE_3,ACE-1,13,M7vM6,0.4694239700645467,-61.66635805258147,0.02601577417789843,11,0.4654370877383291,0.02564087698257086,4
EXAMPLE_3,ACE-2,13,M7vM6,0.4377045936490558,89.58594654717149,0.027139359245592614,10,0.4654370877383291,0.02564087698257086,4
EXAMPLE_3,ACE-3,13,M7vM6,0.4560325556847388,-50.3844827580358,0.03070897346079457,11,0.4654370877383291,0.02564087698257086,4
EXAMPLE_3,ACE-4,13,M7vM6,0.498587231554975,-48.281178805196305,0.023573956430264813,11,0.4654370877383291,0.02564087698257086,4
EXAMPLE_3,ACE-1,13,M8vM7,0.47028794678475383,-155.2034496286907,0.06210989270863295,6,0.3832375578507343,0.06550141361225062,4
EXAMPLE_3,ACE-2,13,M8vM7,0.32040276702011167,126.0619801821532,0.011807552712161808,5,0.3832375578507343,0.06550141361225062,4
EXAMPLE_3,ACE-3,13,M8vM7,0.3940658309078845,-26.79245689589368,0.0970045654622475,6,0.3832375578507343,0.06550141361225062,4
EXAMPLE_3,ACE-4,13,M8vM7,0.3481936866901873,50.91797126627762,0.0220981628210121,8,0.3832375578507343,0.06550141361225062,4
EXAMPLE_3,ACE-1,13,M9vM8,-3.15625,4824.875,0.0,2,-0.548737700896265,1.7470211563772216,4
EXAMPLE_3,ACE-2,13,M9vM8,0.5036144578313253,-180.62168674698796,0.0,2,-0.548737700896265,1.7470211563772216,4
EXAMPLE_3,ACE-3,13,M9vM8,0.371007371007371,-25.22358722358723,0.0,2,-0.548737700896265,1.7470211563772216,4
EXAMPLE_3,ACE-4,13,M9vM8,0.08667736757624397,261.2728731942215,0.0,2,-0.548737700896265,1.7470211563772216,4
EXAMPLE_4,ACE-1,12,M1vM0,0.2930390044706949,181.97210308393937,0.01849514403119413,10,0.33209892999844115,0.03044309443281705,4
EXAMPLE_4,ACE-2,12,M1vM0,0.34728553820766195,-102.2731868914043,0.016780474874570774,12,0.33209892999844115,0.03044309443281705,4
EXAMPLE_4,ACE-3,12,M1vM0,0.32481232794434817,-160.979867890891,0.020567520787302253,11,0.33209892999844115,0.03044309443281705,4
EXAMPLE_4,ACE-4,12,M1vM0,0.36325884937105957,-48.66120684236421,0.010086949982208738,14,0.33209892999844115,0.03044309443281705,4
EXAMPLE_4,ACE-1,13,M1vM0,2.087937724186958,-142.98485215192386,0.09211619592106675,7,2.1236363918632404,0.404578856962122,4
EXAMPLE_4,ACE-2,13,M1vM0,1.5681845096162772,1615.661732370159,1.4223772707773594,3,2.1236363918632404,0.404578856962122,4
EXAMPLE_4,ACE-3,13,M1vM0,2.362108778108539,-277.2964030685491,0.2616118267949708,11,2.1236363918632404,0.404578856962122,4
EXAMPLE_4,ACE-4,13,M1vM0,2.476314555541187,170.50463754187695,0.4208675637001635,6,2.1236363918632404,0.404578856962122,4
EXAMPLE_6,ACE-1,12,M1vM0,0.3128872463540905,1.5191855574599913,0.04789305023907004,7,0.33008833928302694,0.02359404831774676,4
EXAMPLE_6,ACE-2,12,M1vM0,0.3560345489900994,-151.61148269546084,0.024479815251238563,6,0.33008833928302694,0.02359404831774676,4
EXAMPLE_6,ACE-3,12,M1vM0,0.3439190143734207,134.0697474180397,0.028567864340808286,10,0.33008833928302694,0.02359404831774676,4
EXAMPLE_6,ACE-4,12,M1vM0,0.3075125474144971,148.44051150661517,0.023652534814189656,9,0.33008833928302694,0.02359404831774676,4
EXAMPLE_6,ACE-2,12,M2vM1,0.08509812164163419,182.35015892320504,0.048558016613774076,3,0.06290875234904991,0.13073595794761997,3
EXAMPLE_6,ACE-3,12,M2vM1,0.1811300165191348,37.50834588502494,0.0536751241868197,4,0.06290875234904991,0.13073595794761997,3
EXAMPLE_6,ACE-4,12,M2vM1,-0.07750188111361926,776.1211437170805,0.0,2,0.06290875234904991,0.13073595794761997,3
EXAMPLE_6,ACE-1,13,M1vM0,3.990516171949444,-371.44952446018624,1.096011582373458,3,2.692648243777917,0.894456170334134,4
EXAMPLE_6,ACE-2,13,M1vM0,2.354297839415023,192.8896790426802,0.8586022367650875,5,2.692648243777917,0.894456170334134,4
EXAMPLE_6,ACE-3,13,M1vM0,2.478291467161678,-185.4913811189274,0.43406677618618,5,2.692648243777917,0.894456170334134,4
EXAMPLE_6,ACE-4,13,M1vM0,1.9474874965855236,654.8781616826539,1.1271008010495631,5,2.692648243777917,0.894456170334134,4
EXAMPLE_6,ACE-1,13,M2vM1,1.2225507013322148,146.28030629147474,0.1205588266049131,6,1.3058811884119492,0.12940395835051827,4
EXAMPLE_6,ACE-2,13,M2vM1,1.4361836660112004,101.18707870155276,0.1043294934816463,7,1.3058811884119492,0.12940395835051827,4
EXAMPLE_6,ACE-3,13,M2vM1,1.170122614981437,145.41989393906954,0.28817480837903614,6,1.3058811884119492,0.12940395835051827,4
EXAMPLE_6,ACE-4,13,M2vM1,1.3946677713229447,30.59798841651582,0.3535581512149926,6,1.3058811884119492,0.12940395835051827,4
EXAMPLE_6,ACE-1,13,M3vM2,1.1275148722732695,-135.70104339187787,0.07386375888128469,9,1.099547078908564,0.0801640182046204,4
EXAMPLE_6,ACE-2,13,M3vM2,1.1183535592760303,-21.15846668723043,0.053771891959580854,8,1.099547078908564,0.0801640182046204,4
EXAMPLE_6,ACE-3,13,M3vM2,0.983831690859421,315.2054877484495,0.18294115311391726,7,1.099547078908564,0.0801640182046204,4
EXAMPLE_6,ACE-4,13,M3vM2,1.1684881932255347,11.351360372965246,0.04524691974629516,7,1.099547078908564,0.0801640182046204,4
EXAMPLE_6,ACE-1,13,M4vM3,0.7210052353373602,208.066201584258,0.11596293719092217,9,0.7711381884413375,0.11107988860925798,4
EXAMPLE_6,ACE-2,13,M4vM3,0.6433323995698572,126.11614012520431,0.06071974456948561,8,0.7711381884413375,0.11107988860925798,4
EXAMPLE_6,ACE-3,13,M4vM3,0.8259206148709152,-202.04894360846072,0.19891346952175906,6,0.7711381884413375,0.11107988860925798,4
EXAMPLE_6,ACE-4,13,M4vM3,0.8942945039872177,-48.249935241750336,0.03139466597818526,10,0.7711381884413375,0.11107988860925798,4
EXAMPLE_6,ACE-1,13,M5vM4,0.621449273826492,44.36646158550843,0.10917020571711746,7,0.5896884275875582,0.12093100275793386,4
EXAMPLE_6,ACE-2,13,M5vM4,0.6682377695170432,28.340915390002465,0.03272595791085164,5,0.5896884275875582,0.12093100275793386,4
EXAMPLE_6,ACE-3,13,M5vM4,0.41081994900944313,278.21538489760366,0.15092017647124295,5,0.5896884275875582,0.12093100275793386,4
EXAMPLE_6,ACE-4,13,M5vM4,0.6582467179972545,31.633226560935782,0.04490053989892213,9,0.5896884275875582,0.12093100275793386,4
EXAMPLE_6,ACE-1,13,M6vM5,0.3673916137900199,71.19927749803952,0.08603128657370009,5,0.44358559010373744,0.13069084280676704,4
EXAMPLE_6,ACE-2,13,M6vM5,0.6158730158730159,-7.7333333333333485,0.0,2,0.44358559010373744,0.13069084280676704,4
EXAMPLE_6,ACE-3,13,M6vM5,0.32092373768124927,35.03504850935366,0.31805066108835317,4,0.44358559010373744,0.13069084280676704,4
EXAMPLE_6,ACE-4,13,M6vM5,0.47015399307066463,186.03619554556167,0.1659545537568066,4,0.44358559010373744,0.13069084280676704,4
EXAMPLE_6,ACE-1,13,M7vM6,1.2479674796747968,-372.3617886178862,0.0,2,0.7068619483265836,0.4754151721001699,3
EXAMPLE_6,ACE-2,13,M7vM6,0.3561643835616438,13.041095890410958,0.0,2,0.7068619483265836,0.4754151721001699,3
EXAMPLE_6,ACE-4,13,M7vM6,0.5164539817433103,-12.070951389752622,0.0754449371274805,3,0.7068619483265836,0.4754151721001699,3
EXAMPLE_6,ACE-1,13,M8vM7,0.23778501628664495,96.86319218241043,0.0,2,0.16512121860560958,0.10276212817405488,2
EXAMPLE_6,ACE-4,13,M8vM7,0.09245742092457421,109.62287104622871,0.0,2,0.16512121860560958,0.10276212817405488,2
